TICKER,PER,Date,TIME,Open,High,Low,Close,Total Trade Quantity,Turnover (Lacs)
ddam-D1,D1,20110911,000000,206,206,206,206,7000,0
ddam-D1,D1,20110912,000000,208,208,208,208,2000,0
ddam-D1,D1,20110913,000000,208,208,208,208,462,0
ddam-D1,D1,20110914,000000,208,208,208,208,1216,0
ddam-D1,D1,20110917,000000,217,226,209,213,143252,0
ddam-D1,D1,20110918,000000,225,225,211,211,16108,0
ddam-D1,D1,20110919,000000,210,210,210,210,66596,0
ddam-D1,D1,20110920,000000,201,205,201,205,4693,0
ddam-D1,D1,20110921,000000,201,204,201,204,9008,0
ddam-D1,D1,20110925,000000,198,199,198,199,17328,0
ddam-D1,D1,20110926,000000,196,196,196,196,2000,0
ddam-D1,D1,20110927,000000,204,204,204,204,2000,0
ddam-D1,D1,20111001,000000,207,207,207,207,1600,0
ddam-D1,D1,20111002,000000,204,204,202,202,13125,0
ddam-D1,D1,20111003,000000,198,198,198,198,5200,0
ddam-D1,D1,20111004,000000,194,196,194,194,68973,0
ddam-D1,D1,20111005,000000,187,188,187,188,10169,0
ddam-D1,D1,20111008,000000,187,192,187,192,1952,0
ddam-D1,D1,20111009,000000,192,192,192,192,7015,0
ddam-D1,D1,20111011,000000,194,194,190,190,7130,0
ddam-D1,D1,20111012,000000,193,193,187,187,880,0
ddam-D1,D1,20111015,000000,190,190,190,190,1500,0
ddam-D1,D1,20111016,000000,191,191,191,191,3555,0
ddam-D1,D1,20111018,000000,191,191,191,191,722,0
ddam-D1,D1,20111019,000000,191,191,191,191,2000,0
ddam-D1,D1,20111022,000000,192,192,192,192,10200,0
ddam-D1,D1,20111024,000000,192,192,192,192,100,0
ddam-D1,D1,20111025,000000,193,193,192,192,4000,0
ddam-D1,D1,20111026,000000,193,193,193,193,250,0
ddam-D1,D1,20111029,000000,193,193,193,193,900,0
ddam-D1,D1,20111030,000000,193,198,193,198,13100,0
ddam-D1,D1,20111102,000000,198,198,198,198,95,0
ddam-D1,D1,20111106,000000,188,190,188,188,1501,0
ddam-D1,D1,20111108,000000,194,194,186,186,3755,0
ddam-D1,D1,20111113,000000,188,188,185,185,9770,0
ddam-D1,D1,20111116,000000,187,187,187,187,830,0
ddam-D1,D1,20111119,000000,190,190,190,190,841,0
ddam-D1,D1,20111120,000000,190,193,190,190,100,0
ddam-D1,D1,20111121,000000,193,197,193,197,1090,0
ddam-D1,D1,20111123,000000,188,190,188,190,634,0
ddam-D1,D1,20111126,000000,187,187,183,185,2841,0
ddam-D1,D1,20111127,000000,183,183,183,183,2351,0
ddam-D1,D1,20111128,000000,182,182,182,182,23723,0
ddam-D1,D1,20111203,000000,188,190,188,190,1108,0
ddam-D1,D1,20111204,000000,188,189,188,189,2911,0
ddam-D1,D1,20111207,000000,192,192,190,190,11400,0
ddam-D1,D1,20111210,000000,194,194,194,194,15325,0
ddam-D1,D1,20111211,000000,199,199,190,199,3761,0
ddam-D1,D1,20111212,000000,200,200,200,200,15000,0
ddam-D1,D1,20111213,000000,204,204,201,201,71476,0
ddam-D1,D1,20111214,000000,200,200,196,196,14325,0
ddam-D1,D1,20111218,000000,196,196,196,196,642,0
ddam-D1,D1,20111219,000000,192,192,192,192,7000,0
ddam-D1,D1,20111220,000000,190,191,190,190,14073,0
ddam-D1,D1,20111224,000000,190,190,190,190,716,0
ddam-D1,D1,20111225,000000,192,192,186,186,11633,0
ddam-D1,D1,20111226,000000,187,187,187,187,650,0
ddam-D1,D1,20111227,000000,183,183,183,183,3000,0
ddam-D1,D1,20111228,000000,183,183,182,182,5000,0
ddam-D1,D1,20111231,000000,182,183,182,183,2136,0
ddam-D1,D1,20120101,000000,185,185,185,185,150,0
ddam-D1,D1,20120102,000000,183,187,183,187,6025,0
ddam-D1,D1,20120103,000000,183,185,183,184,11596,0
ddam-D1,D1,20120104,000000,188,188,188,188,1000,0
ddam-D1,D1,20120107,000000,183,183,181,183,17001,0
ddam-D1,D1,20120109,000000,188,191,188,191,1044,0
ddam-D1,D1,20120110,000000,185,190,185,185,3596,0
ddam-D1,D1,20120111,000000,183,183,183,183,1250,0
ddam-D1,D1,20120115,000000,188,188,183,183,3879,0
ddam-D1,D1,20120116,000000,183,183,182,182,1816,0
ddam-D1,D1,20120118,000000,187,187,181,181,1489,0
ddam-D1,D1,20120121,000000,181,181,181,181,252,0
ddam-D1,D1,20120123,000000,181,181,181,181,12760,0
ddam-D1,D1,20120125,000000,179,179,179,179,4405,0
ddam-D1,D1,20120128,000000,189,189,189,189,3480,0
ddam-D1,D1,20120129,000000,183,183,183,183,208,0
ddam-D1,D1,20120130,000000,184,184,179,179,3945,0
ddam-D1,D1,20120204,000000,183,183,177,177,2789,0
ddam-D1,D1,20120205,000000,176,176,176,176,4681,0
ddam-D1,D1,20120206,000000,185,185,175,175,1054,0
ddam-D1,D1,20120207,000000,182,182,182,182,2300,0
ddam-D1,D1,20120215,000000,176,176,174,174,15465,0
ddam-D1,D1,20120218,000000,171,171,171,171,6800,0
ddam-D1,D1,20120219,000000,169,169,169,169,3342,0
ddam-D1,D1,20120220,000000,179,182,179,182,5599,0
ddam-D1,D1,20120221,000000,184,184,184,184,46332,0
ddam-D1,D1,20120222,000000,185,189,185,189,6396,0
ddam-D1,D1,20120225,000000,190,190,190,190,100,0
ddam-D1,D1,20120227,000000,177,177,177,177,9000,0
ddam-D1,D1,20120228,000000,178,178,178,178,643,0
ddam-D1,D1,20120229,000000,178,178,178,178,1200,0
ddam-D1,D1,20120303,000000,185,185,178,178,23039,0
ddam-D1,D1,20120304,000000,178,178,178,178,2911,0
ddam-D1,D1,20120305,000000,178,178,175,175,4985,0
ddam-D1,D1,20120307,000000,187,187,186,187,4590,0
ddam-D1,D1,20120310,000000,189,189,189,189,35500,0
ddam-D1,D1,20120311,000000,182,182,182,182,600,0
ddam-D1,D1,20120312,000000,190,190,190,190,40891,0
ddam-D1,D1,20120317,000000,184,186,184,186,8420,0
ddam-D1,D1,20120328,000000,186,186,186,186,500,0
ddam-D1,D1,20120403,000000,181,181,181,181,252,0
ddam-D1,D1,20120408,000000,188,195,188,195,4438,0
ddam-D1,D1,20120409,000000,190,195,190,195,5050,0
ddam-D1,D1,20120410,000000,195,195,195,195,2160,0
ddam-D1,D1,20120411,000000,188,188,188,188,17866,0
ddam-D1,D1,20120414,000000,188,188,188,188,2400,0
ddam-D1,D1,20120415,000000,187,187,187,187,205,0
ddam-D1,D1,20120417,000000,188,188,188,188,1000,0
ddam-D1,D1,20120421,000000,195,196,195,196,6805,0
ddam-D1,D1,20120422,000000,188,188,188,188,3,0
ddam-D1,D1,20120423,000000,190,190,190,190,1000,0
ddam-D1,D1,20120430,000000,190,198,190,198,7795,0
ddam-D1,D1,20120501,000000,199,200,199,200,1940,0
ddam-D1,D1,20120502,000000,190,190,190,190,500,0
ddam-D1,D1,20120505,000000,194,194,194,194,1500,0
ddam-D1,D1,20120506,000000,194,198,194,198,1855,0
ddam-D1,D1,20120507,000000,200,200,199,200,9607,0
ddam-D1,D1,20120508,000000,198,198,195,195,1620,0
ddam-D1,D1,20120509,000000,198,203,198,203,1671,0
ddam-D1,D1,20120512,000000,204,204,203,204,8448,0
ddam-D1,D1,20120513,000000,206,206,206,206,4010,0
ddam-D1,D1,20120514,000000,207,207,207,207,17030,0
ddam-D1,D1,20120515,000000,200,207,200,207,2800,0
ddam-D1,D1,20120522,000000,212,212,212,212,100,0
ddam-D1,D1,20120523,000000,212,212,212,212,434,0
ddam-D1,D1,20120526,000000,212,212,212,212,480,0
ddam-D1,D1,20120527,000000,212,212,212,212,100,0
ddam-D1,D1,20120528,000000,212,212,212,212,25588,0
ddam-D1,D1,20120529,000000,220,220,220,220,16500,0
ddam-D1,D1,20120602,000000,225,225,225,225,4056,0
ddam-D1,D1,20120609,000000,224,224,224,224,2500,0
ddam-D1,D1,20120610,000000,209,209,209,209,269,0
ddam-D1,D1,20120611,000000,209,209,209,209,10593,0
ddam-D1,D1,20120616,000000,206,206,206,206,2007,0
ddam-D1,D1,20120624,000000,206,214,206,206,7097,0
ddam-D1,D1,20120625,000000,204,204,204,204,900,0
ddam-D1,D1,20120626,000000,203,211,203,203,32796,0
ddam-D1,D1,20120627,000000,198,198,198,198,4145,0
ddam-D1,D1,20120702,000000,211,211,211,211,602,0
ddam-D1,D1,20120703,000000,210,210,208,208,5474,0
ddam-D1,D1,20120704,000000,210,210,208,208,11922,0
ddam-D1,D1,20120707,000000,210,210,210,210,176,0
ddam-D1,D1,20120711,000000,199,199,199,199,1500,0
ddam-D1,D1,20120714,000000,206,206,206,206,2000,0
ddam-D1,D1,20120715,000000,203,203,203,203,2075,0
ddam-D1,D1,20120716,000000,201,201,201,201,45,0
ddam-D1,D1,20120717,000000,205,205,205,205,33000,0
ddam-D1,D1,20120718,000000,203,203,203,203,6000,0
ddam-D1,D1,20120721,000000,198,203,198,203,2512,0
ddam-D1,D1,20120722,000000,205,205,203,203,3533,0
ddam-D1,D1,20120723,000000,203,203,203,203,17565,0
ddam-D1,D1,20120725,000000,198,198,198,198,796,0
ddam-D1,D1,20120728,000000,199,199,199,199,3589,0
ddam-D1,D1,20120729,000000,201,201,198,201,1500,0
ddam-D1,D1,20120731,000000,202,202,202,202,100,0
ddam-D1,D1,20120804,000000,202,202,201,201,4919,0
ddam-D1,D1,20120805,000000,194,195,194,195,13245,0
ddam-D1,D1,20120806,000000,198,207,198,207,2212,0
ddam-D1,D1,20120812,000000,192,192,192,192,5389,0
ddam-D1,D1,20120903,000000,190,190,190,190,4963,0
ddam-D1,D1,20120905,000000,189,189,188,188,14963,0
ddam-D1,D1,20120909,000000,185,185,185,185,230,0
ddam-D1,D1,20120910,000000,185,185,185,185,1000,0
ddam-D1,D1,20120911,000000,200,200,200,200,1414,0
ddam-D1,D1,20120915,000000,200,200,191,191,2310,0
ddam-D1,D1,20120917,000000,185,200,185,200,25497,0
ddam-D1,D1,20120919,000000,191,191,191,191,7461,0
ddam-D1,D1,20120922,000000,189,189,189,189,1661,0
ddam-D1,D1,20120923,000000,189,189,189,189,4500,0
ddam-D1,D1,20120924,000000,196,196,196,196,5000,0
ddam-D1,D1,20120925,000000,196,196,196,196,5744,0
ddam-D1,D1,20120926,000000,198,201,198,201,13664,0
ddam-D1,D1,20120930,000000,206,206,206,206,19095,0
ddam-D1,D1,20121002,000000,211,211,211,211,23246,0
ddam-D1,D1,20121003,000000,218,218,218,218,28813,0
ddam-D1,D1,20121007,000000,226,226,226,226,14684,0
ddam-D1,D1,20121008,000000,231,231,231,231,28320,0
ddam-D1,D1,20121009,000000,240,240,240,240,28520,0
ddam-D1,D1,20121010,000000,250,250,250,250,28322,0
ddam-D1,D1,20121013,000000,260,260,260,260,33610,0
ddam-D1,D1,20121014,000000,271,271,260,267,43661,0
ddam-D1,D1,20121015,000000,270,270,256,256,11620,0
ddam-D1,D1,20121016,000000,275,275,275,275,85247,0
ddam-D1,D1,20121017,000000,286,286,277,280,136209,0
ddam-D1,D1,20121020,000000,280,280,274,274,5849,0
ddam-D1,D1,20121021,000000,272,272,272,272,20,0
ddam-D1,D1,20121022,000000,272,272,272,272,100,0
ddam-D1,D1,20121023,000000,272,272,272,272,420,0
ddam-D1,D1,20121028,000000,271,271,271,271,200000,0
ddam-D1,D1,20121029,000000,270,270,261,261,3511,0
ddam-D1,D1,20121119,000000,259,259,259,259,10,0
ddam-D1,D1,20121121,000000,259,259,259,259,156034,0
ddam-D1,D1,20121127,000000,249,249,249,249,2000,0
ddam-D1,D1,20121128,000000,269,269,248,248,1921,0
ddam-D1,D1,20121202,000000,248,249,248,249,1508,0
ddam-D1,D1,20121203,000000,254,259,254,259,10486,0
ddam-D1,D1,20121205,000000,248,248,248,248,700,0
ddam-D1,D1,20121208,000000,247,247,247,247,600,0
ddam-D1,D1,20121219,000000,247,247,247,247,660,0
ddam-D1,D1,20121223,000000,247,247,247,247,16215,0
ddam-D1,D1,20121225,000000,242,242,241,241,1700,0
ddam-D1,D1,20121226,000000,241,241,241,241,1293,0
ddam-D1,D1,20130101,000000,240,240,240,240,80,0
ddam-D1,D1,20130102,000000,240,240,240,240,4160,0
ddam-D1,D1,20130108,000000,239,239,239,239,7762,0
ddam-D1,D1,20130109,000000,236,236,236,236,750,0
ddam-D1,D1,20130119,000000,252,252,242,242,8600,0
ddam-D1,D1,20130120,000000,252,257,250,250,4138,0
ddam-D1,D1,20130121,000000,238,253,238,253,9500,0
ddam-D1,D1,20130122,000000,249,258,242,254,5946,0
ddam-D1,D1,20130123,000000,258,258,242,242,700,0
ddam-D1,D1,20130126,000000,252,252,252,252,2,0
ddam-D1,D1,20130202,000000,240,240,240,240,2,0
ddam-D1,D1,20130204,000000,240,240,240,240,2,0
ddam-D1,D1,20130209,000000,240,240,240,240,16819,0
ddam-D1,D1,20130211,000000,234,234,234,234,11645,0
ddam-D1,D1,20130212,000000,231,231,231,231,20024,0
ddam-D1,D1,20130216,000000,225,225,225,225,1000,0
ddam-D1,D1,20130217,000000,228,228,228,228,3910,0
ddam-D1,D1,20130224,000000,223,223,223,223,4904,0
ddam-D1,D1,20130225,000000,229,229,229,229,1000,0
ddam-D1,D1,20130226,000000,223,223,222,222,10231,0
ddam-D1,D1,20130227,000000,222,234,222,234,1752,0
ddam-D1,D1,20130302,000000,223,223,223,223,90,0
ddam-D1,D1,20130303,000000,223,223,223,223,95,0
ddam-D1,D1,20130304,000000,233,235,233,235,5163,0
ddam-D1,D1,20130305,000000,226,233,226,233,4040,0
ddam-D1,D1,20130306,000000,233,235,233,235,6000,0
ddam-D1,D1,20130312,000000,240,240,240,240,130,0
ddam-D1,D1,20130313,000000,240,240,229,229,202,0
ddam-D1,D1,20130316,000000,239,239,239,239,1000,0
ddam-D1,D1,20130326,000000,240,240,235,235,523,0
ddam-D1,D1,20130327,000000,239,239,239,239,275,0
ddam-D1,D1,20130330,000000,239,240,239,240,10672,0
ddam-D1,D1,20130331,000000,239,240,239,239,2600,0
ddam-D1,D1,20130403,000000,239,239,239,239,1000,0
ddam-D1,D1,20130407,000000,235,235,226,226,2500,0
ddam-D1,D1,20130408,000000,235,235,235,235,8883,0
ddam-D1,D1,20130410,000000,244,244,244,244,22605,0
ddam-D1,D1,20130413,000000,252,252,252,252,28150,0
ddam-D1,D1,20130415,000000,262,262,262,262,1000,0
ddam-D1,D1,20130416,000000,262,262,262,262,34730,0
ddam-D1,D1,20130417,000000,273,273,265,265,3470,0
ddam-D1,D1,20130420,000000,263,263,262,262,11000,0
ddam-D1,D1,20130423,000000,292,292,281,281,69871,0
ddam-D1,D1,20130424,000000,292,297,275,292,73722,0
ddam-D1,D1,20130427,000000,293,303,288,288,36901,0
ddam-D1,D1,20130428,000000,294,294,288,291,2294,0
ddam-D1,D1,20130429,000000,295,295,283,283,24227,0
ddam-D1,D1,20130430,000000,274,274,274,274,500,0
ddam-D1,D1,20130501,000000,273,273,273,273,4200,0
ddam-D1,D1,20130504,000000,272,272,272,272,4001,0
ddam-D1,D1,20130505,000000,270,270,270,270,11795,0
ddam-D1,D1,20130506,000000,288,288,288,288,11352,0
ddam-D1,D1,20130507,000000,292,292,291,292,41890,0
ddam-D1,D1,20130508,000000,303,303,301,303,5682,0
ddam-D1,D1,20130511,000000,306,306,306,306,24922,0
ddam-D1,D1,20130512,000000,292,317,292,317,12796,0
ddam-D1,D1,20130513,000000,319,319,319,319,35183,0
ddam-D1,D1,20130514,000000,319,332,306,329,27954,0
ddam-D1,D1,20130515,000000,312,336,312,330,35400,0
ddam-D1,D1,20130518,000000,349,349,330,349,26949,0
ddam-D1,D1,20130519,000000,359,359,355,359,33744,0
ddam-D1,D1,20130520,000000,361,373,344,355,60105,0
ddam-D1,D1,20130528,000000,376,376,376,376,1446,0
ddam-D1,D1,20130529,000000,377,377,377,377,28320,0
ddam-D1,D1,20130601,000000,392,392,392,392,28320,0
ddam-D1,D1,20130602,000000,408,408,408,408,85766,0
ddam-D1,D1,20130603,000000,424,424,424,424,42236,0
ddam-D1,D1,20130608,000000,441,441,441,441,31430,0
ddam-D1,D1,20130609,000000,459,459,441,459,51836,0
ddam-D1,D1,20130610,000000,474,474,441,441,18172,0
ddam-D1,D1,20130611,000000,470,470,447,470,700,0
ddam-D1,D1,20130612,000000,447,447,446,447,4923,0
ddam-D1,D1,20130615,000000,453,453,453,453,1,0
ddam-D1,D1,20130616,000000,453,453,443,443,332,0
ddam-D1,D1,20130617,000000,443,443,442,442,969,0
ddam-D1,D1,20130622,000000,442,460,442,442,47664,0
ddam-D1,D1,20130623,000000,429,441,426,426,31461,0
ddam-D1,D1,20130625,000000,409,423,409,414,77973,0
ddam-D1,D1,20130626,000000,414,430,413,430,73238,0
ddam-D1,D1,20130629,000000,440,440,440,440,56040,0
ddam-D1,D1,20130630,000000,457,458,457,458,33330,0
ddam-D1,D1,20130701,000000,476,476,468,472,20294,0
ddam-D1,D1,20130702,000000,485,485,457,478,19244,0
ddam-D1,D1,20130703,000000,492,492,492,492,29789,0
ddam-D1,D1,20130706,000000,511,511,511,511,28320,0
ddam-D1,D1,20130707,000000,532,532,532,532,30155,0
ddam-D1,D1,20130708,000000,553,553,553,553,28320,0
ddam-D1,D1,20130709,000000,575,575,531,543,114435,0
ddam-D1,D1,20130710,000000,524,556,524,524,21133,0
ddam-D1,D1,20130714,000000,510,510,510,510,102,0
ddam-D1,D1,20130715,000000,510,510,510,510,91843,0
ddam-D1,D1,20130716,000000,489,530,489,530,111941,0
ddam-D1,D1,20130717,000000,521,521,521,521,28331,0
ddam-D1,D1,20130720,000000,542,542,521,521,77645,0
ddam-D1,D1,20130721,000000,520,520,520,520,6233,0
ddam-D1,D1,20130723,000000,515,525,515,519,39497,0
ddam-D1,D1,20130727,000000,495,495,495,495,6910,0
ddam-D1,D1,20130728,000000,494,494,490,490,5108,0
ddam-D1,D1,20130729,000000,487,487,487,487,10328,0
ddam-D1,D1,20130731,000000,487,487,480,480,8336,0
ddam-D1,D1,20130803,000000,477,477,476,476,5613,0
ddam-D1,D1,20130804,000000,476,511,473,511,23372,0
ddam-D1,D1,20130805,000000,514,514,514,514,50549,0
ddam-D1,D1,20130806,000000,496,534,496,512,3530,0
ddam-D1,D1,20130807,000000,519,519,494,494,18697,0
ddam-D1,D1,20130811,000000,486,488,486,486,5267,0
ddam-D1,D1,20130812,000000,483,511,483,483,43596,0
ddam-D1,D1,20130813,000000,497,514,497,514,28320,0
ddam-D1,D1,20130814,000000,532,532,532,532,28320,0
ddam-D1,D1,20130817,000000,554,554,554,554,98859,0
ddam-D1,D1,20130818,000000,573,573,532,532,28821,0
ddam-D1,D1,20130819,000000,540,549,517,517,10353,0
ddam-D1,D1,20130820,000000,534,537,516,516,12522,0
ddam-D1,D1,20130821,000000,512,513,512,512,101561,0
ddam-D1,D1,20130824,000000,533,533,533,533,3765,0
ddam-D1,D1,20130825,000000,536,536,536,536,6300,0
ddam-D1,D1,20130826,000000,541,541,541,541,49189,0
ddam-D1,D1,20130827,000000,562,562,543,543,51501,0
ddam-D1,D1,20130828,000000,538,543,537,537,30536,0
ddam-D1,D1,20130831,000000,519,534,518,534,40326,0
ddam-D1,D1,20130901,000000,541,541,500,541,14117,0
ddam-D1,D1,20130903,000000,505,525,505,506,20861,0
ddam-D1,D1,20130904,000000,500,500,496,496,12950,0
ddam-D1,D1,20130907,000000,488,488,488,488,7181,0
ddam-D1,D1,20130908,000000,523,523,512,523,110106,0
ddam-D1,D1,20130909,000000,544,544,544,544,30127,0
ddam-D1,D1,20130910,000000,565,565,565,565,41086,0
ddam-D1,D1,20130911,000000,588,588,588,588,99657,0
ddam-D1,D1,20130914,000000,612,612,612,612,55169,0
ddam-D1,D1,20130915,000000,636,636,636,636,61156,0
ddam-D1,D1,20130916,000000,662,662,644,662,304085,0
ddam-D1,D1,20130917,000000,673,673,634,638,149702,0
ddam-D1,D1,20130918,000000,635,674,622,664,199629,0
ddam-D1,D1,20130928,000000,712,712,684,684,49917,0
ddam-D1,D1,20130929,000000,680,681,661,661,41917,0
ddam-D1,D1,20130930,000000,644,644,644,644,13009,0
ddam-D1,D1,20131001,000000,638,638,638,638,55270,0
ddam-D1,D1,20131002,000000,644,664,644,664,80164,0
ddam-D1,D1,20131005,000000,689,689,689,689,89716,0
ddam-D1,D1,20131006,000000,717,717,717,717,91073,0
ddam-D1,D1,20131007,000000,746,746,746,746,78359,0
ddam-D1,D1,20131008,000000,766,766,716,716,153273,0
ddam-D1,D1,20131009,000000,704,724,702,702,69993,0
ddam-D1,D1,20131012,000000,723,732,681,732,123764,0
ddam-D1,D1,20131013,000000,754,756,732,756,78575,0
ddam-D1,D1,20131014,000000,760,760,742,748,37542,0
ddam-D1,D1,20131015,000000,759,759,716,724,52304,0
ddam-D1,D1,20131019,000000,713,713,713,713,19380,0
ddam-D1,D1,20131020,000000,703,703,703,703,5298,0
ddam-D1,D1,20131021,000000,700,700,700,700,2092,0
ddam-D1,D1,20131022,000000,699,736,699,717,148867,0
ddam-D1,D1,20131023,000000,684,699,684,684,13664,0
ddam-D1,D1,20131026,000000,723,723,679,679,21544,0
ddam-D1,D1,20131027,000000,671,671,671,671,2986,0
ddam-D1,D1,20131028,000000,669,678,669,669,42002,0
ddam-D1,D1,20131029,000000,649,678,649,649,44413,0
ddam-D1,D1,20131030,000000,646,657,646,657,14931,0
ddam-D1,D1,20131102,000000,634,676,634,664,23284,0
ddam-D1,D1,20131103,000000,665,665,635,635,10262,0
ddam-D1,D1,20131104,000000,634,640,630,630,25495,0
ddam-D1,D1,20131105,000000,620,632,620,620,37082,0
ddam-D1,D1,20131106,000000,652,654,637,654,8148,0
ddam-D1,D1,20131109,000000,657,657,657,657,42207,0
ddam-D1,D1,20131110,000000,676,676,659,664,19026,0
ddam-D1,D1,20131111,000000,675,675,664,664,36897,0
ddam-D1,D1,20131112,000000,675,676,652,664,60220,0
ddam-D1,D1,20131116,000000,681,697,681,697,31594,0
ddam-D1,D1,20131117,000000,712,712,712,712,100968,0
ddam-D1,D1,20131118,000000,683,684,683,683,14160,0
ddam-D1,D1,20131119,000000,677,677,677,677,68995,0
ddam-D1,D1,20131120,000000,651,703,650,697,28105,0
ddam-D1,D1,20131123,000000,689,708,664,708,38491,0
ddam-D1,D1,20131124,000000,723,723,723,723,8937,0
ddam-D1,D1,20131125,000000,727,727,727,727,13833,0
ddam-D1,D1,20131126,000000,734,734,734,734,106175,0
ddam-D1,D1,20131127,000000,764,764,764,764,46774,0
ddam-D1,D1,20131130,000000,789,789,789,789,52683,0
ddam-D1,D1,20131201,000000,819,819,819,819,23948,0
ddam-D1,D1,20131202,000000,833,833,773,833,311560,0
ddam-D1,D1,20131203,000000,789,855,789,855,206665,0
ddam-D1,D1,20131204,000000,857,869,815,845,46568,0
ddam-D1,D1,20131207,000000,838,857,808,822,133509,0
ddam-D1,D1,20131208,000000,799,851,799,799,189772,0
ddam-D1,D1,20131209,000000,813,813,780,790,167012,0
ddam-D1,D1,20131210,000000,751,790,751,751,130523,0
ddam-D1,D1,20131211,000000,752,793,752,793,203548,0
ddam-D1,D1,20131214,000000,811,811,755,760,61748,0
ddam-D1,D1,20131215,000000,784,803,760,790,190831,0
ddam-D1,D1,20131216,000000,805,811,755,779,73032,0
ddam-D1,D1,20131217,000000,738,778,737,754,88741,0
ddam-D1,D1,20131218,000000,727,788,727,786,144401,0
ddam-D1,D1,20131221,000000,796,806,784,806,139373,0
ddam-D1,D1,20131222,000000,838,838,815,838,130331,0
ddam-D1,D1,20131224,000000,863,869,830,869,156933,0
ddam-D1,D1,20131225,000000,874,895,869,893,131196,0
ddam-D1,D1,20131228,000000,905,917,858,874,145449,0
ddam-D1,D1,20131229,000000,851,874,851,868,76282,0
ddam-D1,D1,20131230,000000,845,845,834,834,31167,0
ddam-D1,D1,20140101,000000,834,834,814,814,136255,0
ddam-D1,D1,20140104,000000,782,845,782,839,36050,0
ddam-D1,D1,20140105,000000,843,843,815,815,25952,0
ddam-D1,D1,20140106,000000,855,855,800,800,9596,0
ddam-D1,D1,20140107,000000,809,815,800,800,30817,0
ddam-D1,D1,20140108,000000,806,806,786,791,9511,0
ddam-D1,D1,20140111,000000,844,844,842,844,100671,0
ddam-D1,D1,20140112,000000,874,874,810,815,25793,0
ddam-D1,D1,20140113,000000,863,863,800,839,20932,0
ddam-D1,D1,20140114,000000,845,845,793,793,20547,0
ddam-D1,D1,20140115,000000,824,824,789,789,12383,0
ddam-D1,D1,20140118,000000,782,782,782,782,23914,0
ddam-D1,D1,20140120,000000,769,796,769,769,22260,0
ddam-D1,D1,20140121,000000,758,758,758,758,4174,0
ddam-D1,D1,20140122,000000,756,756,756,756,500,0
ddam-D1,D1,20140125,000000,755,755,755,755,630,0
ddam-D1,D1,20140127,000000,755,755,755,755,365,0
ddam-D1,D1,20140128,000000,755,755,755,755,7641,0
ddam-D1,D1,20140129,000000,751,751,751,751,900,0
ddam-D1,D1,20140201,000000,750,787,750,782,182639,0
ddam-D1,D1,20140202,000000,754,754,723,724,47551,0
ddam-D1,D1,20140203,000000,711,730,701,719,35478,0
ddam-D1,D1,20140204,000000,699,710,699,701,34738,0
ddam-D1,D1,20140205,000000,693,693,681,681,11046,0
ddam-D1,D1,20140208,000000,676,676,676,676,9090,0
ddam-D1,D1,20140209,000000,674,676,672,672,14562,0
ddam-D1,D1,20140210,000000,666,666,666,666,18620,0
ddam-D1,D1,20140212,000000,657,657,657,657,2882,0
ddam-D1,D1,20140215,000000,656,656,656,656,8373,0
ddam-D1,D1,20140216,000000,652,699,652,698,23432,0
ddam-D1,D1,20140217,000000,676,709,655,655,34620,0
ddam-D1,D1,20140218,000000,705,705,678,678,2669,0
ddam-D1,D1,20140225,000000,751,751,751,751,91878,0
ddam-D1,D1,20140226,000000,769,769,736,754,48080,0
ddam-D1,D1,20140301,000000,784,786,784,786,56888,0
ddam-D1,D1,20140302,000000,817,817,754,796,60027,0
ddam-D1,D1,20140303,000000,776,802,776,802,790,0
ddam-D1,D1,20140304,000000,776,841,776,800,58285,0
ddam-D1,D1,20140305,000000,781,826,778,784,21624,0
ddam-D1,D1,20140308,000000,784,784,768,768,10882,0
ddam-D1,D1,20140309,000000,762,762,762,762,13493,0
ddam-D1,D1,20140310,000000,755,755,755,755,300,0
ddam-D1,D1,20140311,000000,755,755,755,755,1200,0
ddam-D1,D1,20140312,000000,754,772,754,754,22734,0
ddam-D1,D1,20140315,000000,742,784,742,746,7269,0
ddam-D1,D1,20140316,000000,746,759,740,748,36070,0
ddam-D1,D1,20140317,000000,742,777,741,751,8941,0
ddam-D1,D1,20140318,000000,776,776,730,730,14401,0
ddam-D1,D1,20140319,000000,728,744,727,727,12475,0
ddam-D1,D1,20140325,000000,717,730,717,730,2510,0
ddam-D1,D1,20140326,000000,716,716,716,716,1308,0
ddam-D1,D1,20140329,000000,716,724,716,724,8617,0
ddam-D1,D1,20140330,000000,716,730,716,730,740,0
ddam-D1,D1,20140331,000000,770,771,736,736,5602,0
ddam-D1,D1,20140405,000000,754,766,750,765,10818,0
ddam-D1,D1,20140406,000000,742,756,716,724,17777,0
ddam-D1,D1,20140407,000000,716,738,716,716,3140,0
ddam-D1,D1,20140408,000000,757,757,708,710,24119,0
ddam-D1,D1,20140409,000000,724,724,698,700,6349,0
ddam-D1,D1,20140412,000000,695,695,695,695,5230,0
ddam-D1,D1,20140413,000000,692,692,692,692,2480,0
ddam-D1,D1,20140414,000000,691,691,691,691,600,0
ddam-D1,D1,20140415,000000,691,691,691,691,22554,0
ddam-D1,D1,20140416,000000,692,693,680,680,11263,0
ddam-D1,D1,20140419,000000,676,676,676,676,11117,0
ddam-D1,D1,20140420,000000,723,723,678,693,2200,0
ddam-D1,D1,20140421,000000,722,726,722,726,52746,0
