<TICKER>,<PER>,<DTYYYYMMDD>, <TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
khmotor-D1,D1,20141029,000000,620,622,619,622,1782897,0
khmotor-D1,D1,20141101,000000,632,647,632,647,837030,0
khmotor-D1,D1,20141102,000000,645,670,619,670,3255148,0
khmotor-D1,D1,20141105,000000,670,685,656,685,644511,0
khmotor-D1,D1,20141108,000000,695,703,661,666,1033290,0
khmotor-D1,D1,20141109,000000,673,704,663,704,1920759,0
khmotor-D1,D1,20141110,000000,687,729,687,729,356373,0
khmotor-D1,D1,20141111,000000,750,750,715,747,1447445,0
khmotor-D1,D1,20141112,000000,729,769,729,756,1025923,0
khmotor-D1,D1,20141115,000000,737,773,730,751,1110827,0
khmotor-D1,D1,20141116,000000,743,761,736,750,520519,0
khmotor-D1,D1,20141117,000000,751,771,736,736,290822,0
khmotor-D1,D1,20141118,000000,736,746,720,724,621601,0
khmotor-D1,D1,20141119,000000,726,748,703,745,733929,0
khmotor-D1,D1,20141122,000000,726,758,711,758,815708,0
khmotor-D1,D1,20141123,000000,780,786,773,786,318493,0
khmotor-D1,D1,20141124,000000,816,816,816,816,517916,0
khmotor-D1,D1,20141125,000000,784,805,784,784,1357017,0
khmotor-D1,D1,20141126,000000,784,815,784,815,377658,0
khmotor-D1,D1,20141129,000000,836,843,779,798,1385214,0
khmotor-D1,D1,20141130,000000,786,786,786,786,45564,0
khmotor-D1,D1,20141201,000000,777,808,777,777,861678,0
khmotor-D1,D1,20141202,000000,777,805,749,749,633364,0
khmotor-D1,D1,20141203,000000,724,761,719,719,58397,0
khmotor-D1,D1,20141206,000000,710,750,710,710,272259,0
khmotor-D1,D1,20141207,000000,694,694,694,694,20163,0
khmotor-D1,D1,20141208,000000,691,726,691,722,810034,0
khmotor-D1,D1,20141209,000000,704,726,674,675,431340,0
khmotor-D1,D1,20141210,000000,668,700,658,658,237098,0
khmotor-D1,D1,20141214,000000,634,634,634,634,16484,0
khmotor-D1,D1,20141215,000000,631,631,631,631,21430,0
khmotor-D1,D1,20141216,000000,631,677,628,656,174574,0
khmotor-D1,D1,20141217,000000,613,664,613,620,303316,0
khmotor-D1,D1,20141220,000000,611,649,611,649,224316,0
khmotor-D1,D1,20141222,000000,661,665,661,665,200305,0
khmotor-D1,D1,20141224,000000,688,690,637,663,424978,0
khmotor-D1,D1,20141227,000000,686,705,657,705,515881,0
khmotor-D1,D1,20141228,000000,723,723,722,723,412340,0
khmotor-D1,D1,20141229,000000,717,752,694,740,997525,0
khmotor-D1,D1,20141230,000000,726,742,724,726,83932,0
khmotor-D1,D1,20141231,000000,708,746,698,703,296798,0
khmotor-D1,D1,20150103,000000,683,727,683,683,75378,0
khmotor-D1,D1,20150104,000000,703,729,702,712,307043,0
khmotor-D1,D1,20150105,000000,726,738,700,700,153625,0
khmotor-D1,D1,20150106,000000,680,703,680,703,163982,0
khmotor-D1,D1,20150107,000000,669,717,669,703,735001,0
khmotor-D1,D1,20150110,000000,726,742,720,738,1134372,0
khmotor-D1,D1,20150111,000000,742,768,713,768,1110763,0
khmotor-D1,D1,20150112,000000,783,783,782,783,318827,0
khmotor-D1,D1,20150113,000000,754,811,753,777,558904,0
khmotor-D1,D1,20150114,000000,762,813,761,779,273471,0
khmotor-D1,D1,20150117,000000,755,803,751,757,453838,0
khmotor-D1,D1,20150118,000000,751,762,748,748,733369,0
khmotor-D1,D1,20150119,000000,719,719,719,719,160678,0
khmotor-D1,D1,20150120,000000,703,744,690,690,336795,0
khmotor-D1,D1,20150121,000000,665,719,665,665,165995,0
khmotor-D1,D1,20150124,000000,638,680,638,655,495152,0
khmotor-D1,D1,20150125,000000,620,666,620,662,345295,0
khmotor-D1,D1,20150126,000000,663,663,629,630,426049,0
khmotor-D1,D1,20150127,000000,620,650,608,630,437924,0
khmotor-D1,D1,20150128,000000,612,651,612,651,434309,0
khmotor-D1,D1,20150131,000000,676,676,676,676,167913,0
khmotor-D1,D1,20150201,000000,702,702,651,691,326502,0
khmotor-D1,D1,20150202,000000,653,707,653,673,128588,0
khmotor-D1,D1,20150203,000000,702,703,663,663,480843,0
khmotor-D1,D1,20150204,000000,648,688,648,656,191868,0
khmotor-D1,D1,20150207,000000,657,680,642,655,523370,0
khmotor-D1,D1,20150208,000000,655,661,632,636,132063,0
khmotor-D1,D1,20150209,000000,635,653,623,627,130448,0
khmotor-D1,D1,20150210,000000,620,649,620,648,122348,0
khmotor-D1,D1,20150214,000000,626,665,625,663,489214,0
khmotor-D1,D1,20150215,000000,633,679,633,679,343087,0
khmotor-D1,D1,20150216,000000,692,701,688,701,419819,0
khmotor-D1,D1,20150217,000000,701,729,677,729,1089490,0
khmotor-D1,D1,20150218,000000,734,735,709,724,680081,0
khmotor-D1,D1,20150221,000000,712,741,699,699,353155,0
khmotor-D1,D1,20150222,000000,683,691,681,681,26466,0
khmotor-D1,D1,20150223,000000,676,688,676,676,380114,0
khmotor-D1,D1,20150224,000000,675,680,651,652,337997,0
khmotor-D1,D1,20150225,000000,653,669,633,633,36924,0
khmotor-D1,D1,20150228,000000,633,679,629,647,54783,0
khmotor-D1,D1,20150301,000000,644,667,640,663,109805,0
khmotor-D1,D1,20150302,000000,666,670,653,668,152005,0
khmotor-D1,D1,20150303,000000,656,670,656,656,21439,0
khmotor-D1,D1,20150304,000000,656,668,652,653,52435,0
khmotor-D1,D1,20150307,000000,661,661,633,633,251555,0
khmotor-D1,D1,20150308,000000,625,649,625,648,62543,0
khmotor-D1,D1,20150309,000000,649,649,632,632,70583,0
khmotor-D1,D1,20150310,000000,661,661,626,629,52216,0
khmotor-D1,D1,20150311,000000,626,640,615,632,26903,0
khmotor-D1,D1,20150314,000000,632,659,632,659,219748,0
khmotor-D1,D1,20150315,000000,677,677,661,661,83345,0
khmotor-D1,D1,20150316,000000,675,675,633,637,151659,0
khmotor-D1,D1,20150317,000000,658,658,620,623,37983,0
khmotor-D1,D1,20150318,000000,620,663,620,659,95753,0
khmotor-D1,D1,20150325,000000,632,652,632,644,21650,0
khmotor-D1,D1,20150328,000000,637,673,637,673,191532,0
khmotor-D1,D1,20150329,000000,690,690,684,690,273869,0
khmotor-D1,D1,20150330,000000,666,705,662,677,41659,0
khmotor-D1,D1,20150331,000000,660,715,660,701,286731,0
khmotor-D1,D1,20150404,000000,724,724,724,724,196800,0
khmotor-D1,D1,20150405,000000,753,753,729,753,1060753,0
khmotor-D1,D1,20150406,000000,753,753,723,723,410794,0
khmotor-D1,D1,20150407,000000,701,748,701,701,261284,0
khmotor-D1,D1,20150408,000000,701,730,677,715,125460,0
khmotor-D1,D1,20150411,000000,679,701,675,675,244313,0
khmotor-D1,D1,20150412,000000,652,692,648,655,142653,0
khmotor-D1,D1,20150413,000000,630,681,630,664,42467,0
khmotor-D1,D1,20150414,000000,634,677,634,677,98895,0
khmotor-D1,D1,20150415,000000,657,684,637,637,194561,0
khmotor-D1,D1,20150418,000000,632,665,632,665,86138,0
khmotor-D1,D1,20150419,000000,668,668,647,649,43700,0
khmotor-D1,D1,20150420,000000,642,665,640,649,41867,0
khmotor-D1,D1,20150421,000000,644,665,644,665,140627,0
khmotor-D1,D1,20150422,000000,656,680,656,679,49333,0
khmotor-D1,D1,20150425,000000,680,680,645,665,111422,0
khmotor-D1,D1,20150426,000000,647,673,645,668,94910,0
khmotor-D1,D1,20150427,000000,668,677,644,677,154000,0
khmotor-D1,D1,20150428,000000,658,687,648,658,184216,0
khmotor-D1,D1,20150429,000000,656,680,656,670,104219,0
khmotor-D1,D1,20150503,000000,650,673,650,671,55552,0
khmotor-D1,D1,20150504,000000,656,668,647,665,35716,0
khmotor-D1,D1,20150505,000000,644,656,634,655,162688,0
khmotor-D1,D1,20150506,000000,636,653,633,653,43751,0
khmotor-D1,D1,20150509,000000,633,653,616,640,190378,0
khmotor-D1,D1,20150510,000000,632,643,616,636,46207,0
khmotor-D1,D1,20150511,000000,636,644,632,643,61940,0
khmotor-D1,D1,20150512,000000,617,652,617,637,69884,0
khmotor-D1,D1,20150513,000000,620,644,615,636,36036,0
khmotor-D1,D1,20150517,000000,623,642,604,604,540858,0
khmotor-D1,D1,20150518,000000,623,623,584,611,223015,0
khmotor-D1,D1,20150519,000000,590,627,590,627,177371,0
